,date,sp500,cpi,gdp,nasdaq,unrate,usdeur,usdgbp
0,2014-02-18,1840.760009765625,235.547,17197.738,3675.0,6.7,0.7296900153160095,0.5980899930000305
1,2014-02-19,1828.75,235.547,17197.738,3654.5,6.7,0.726639986038208,0.5993000268936157
2,2014-02-20,1839.780029296875,235.547,17197.738,3671.5,6.7,0.7283099889755249,0.5996699929237366
3,2014-02-21,1836.25,235.547,17197.738,3664.5,6.7,0.7287999987602234,0.6001799702644348
4,2014-02-24,1847.6099853515625,235.547,17197.738,3688.0,6.7,0.7279099822044373,0.6011999845504761
5,2014-02-25,1845.1199951171875,235.547,17197.738,3688.5,6.7,0.7280099987983704,0.600350022315979
6,2014-02-26,1845.1600341796875,235.547,17197.738,3673.75,6.7,0.7274799942970276,0.59961998462677
7,2014-02-27,1854.2900390625,235.547,17197.738,3701.5,6.7,0.7308899760246277,0.5999400019645691
8,2014-02-28,1859.449951171875,235.547,17197.738,3695.25,6.7,0.7295299768447876,0.5990899801254272
9,2014-03-03,1845.72998046875,236.028,17197.738,3668.75,6.7,0.725849986076355,0.597760021686554
10,2014-03-04,1873.9100341796875,236.028,17197.738,3716.75,6.7,0.7279599905014038,0.5999400019645691
11,2014-03-05,1873.81005859375,236.028,17197.738,3728.25,6.7,0.7277399897575378,0.5999900102615356
12,2014-03-06,1877.030029296875,236.028,17197.738,3722.0,6.7,0.7281100153923035,0.5981199741363525
13,2014-03-07,1878.0400390625,236.028,17197.738,3704.25,6.7,0.721340000629425,0.5973100066184998
14,2014-03-10,1877.1700439453125,236.028,17197.738,3707.5,6.7,0.7205299735069275,0.5976899862289429
15,2014-03-11,1867.6300048828125,236.028,17197.738,3688.5,6.7,0.72052001953125,0.6009600162506104
16,2014-03-12,1868.199951171875,236.028,17197.738,3706.75,6.7,0.7215999960899353,0.6016600131988525
17,2014-03-13,1846.3399658203125,236.028,17197.738,3651.25,6.7,0.7191900014877319,0.601639986038208
18,2014-03-14,1841.1300048828125,236.028,17197.738,3627.75,6.7,0.7212200164794922,0.6014999747276306
19,2014-03-17,1858.8299560546875,236.028,17197.738,3658.25,6.7,0.71875,0.6008700132369995
20,2014-03-18,1872.25,236.028,17197.738,3701.5,6.7,0.7180500030517578,0.6009899973869324
21,2014-03-19,1860.77001953125,236.028,17197.738,3681.75,6.7,0.7178300023078918,0.6024799942970276
22,2014-03-20,1872.010009765625,236.028,17197.738,3699.0,6.7,0.7236300110816956,0.6046299934387207
23,2014-03-21,1866.52001953125,236.028,17197.738,3718.0,6.7,0.7255799770355225,0.6057400107383728
24,2014-03-24,1857.43994140625,236.028,17197.738,3611.0,6.7,0.7248700261116028,0.6064199805259705
25,2014-03-25,1865.6199951171875,236.028,17197.738,3623.75,6.7,0.722599983215332,0.6061199903488159
